Sensor1,!clusters!2,Sensor2,!clusters!3,Sensor3,!clusters!4,Sensor4,!clusters!5,Sensor5,!clusters!6,Sensor6,!clusters!7,Sensor7
-0.502028629981561,1,-0.502868916032961,1,-0.502868916032961,1,-0.502028629981561,2,-0.311985066043667,2,-0.759243682849742,1,-0.311985066043667
-0.25373149679763,1,-0.151723742785887,1,-0.151723742785887,1,-0.25373149679763,2,-0.0636879328597355,2,-1.00754081603367,1,-0.0636879328597355
-0.637688572510906,1,-0.694721046628715,1,-0.694721046628715,1,-0.637688572510906,2,-0.447645008573011,2,-0.623583740320397,1,-0.447645008573011
-0.695200713864133,1,-0.776055496931566,1,-0.776055496931566,1,-0.695200713864133,2,-0.505157149926238,2,-0.566071598967171,1,-0.505157149926238
-0.426042072250154,1,-0.395407695531158,1,-0.395407695531158,1,-0.426042072250154,2,-0.235998508312259,2,-0.835230240581149,1,-0.235998508312259
-0.655881216413807,1,-0.720449330371621,1,-0.720449330371621,1,-0.655881216413807,2,-0.465837652475912,2,-0.605391096417496,1,-0.465837652475912
-0.369128619420184,1,-0.314919918657533,1,-0.314919918657533,1,-0.369128619420183,2,-0.179085055482289,2,-0.89214369341112,1,-0.179085055482289
-0.40678194170226,1,-0.368169757697251,1,-0.368169757697251,1,-0.40678194170226,2,-0.216738377764366,2,-0.854490371129043,1,-0.216738377764366
-0.411277633375823,1,-0.374527625834251,1,-0.374527625834251,1,-0.411277633375823,2,-0.221234069437929,2,-0.84999467945548,1,-0.221234069437929
-0.546998248174936,1,-0.566465559976771,1,-0.566465559976771,1,-0.546998248174936,2,-0.356954684237041,2,-0.714274064656367,1,-0.356954684237041
-0.625895557051218,1,-0.678043204224348,1,-0.678043204224348,1,-0.625895557051218,2,-0.435851993113323,2,-0.635376755780085,1,-0.435851993113323
-0.755178575726509,1,-0.860877002619479,1,-0.860877002619479,1,-0.755178575726509,2,-0.565135011788615,2,-0.506093737104794,1,-0.565135011788615
-0.543389074805778,1,-0.561361418049152,1,-0.561361418049152,1,-0.543389074805778,2,-0.353345510867883,2,-0.717883238025525,1,-0.353345510867883
-0.455607305181655,1,-0.437219248917607,1,-0.437219248917607,1,-0.455607305181655,2,-0.265563741243761,2,-0.805665007649648,1,-0.265563741243761
-0.773290729118558,1,-0.886491455590296,1,-0.886491455590296,1,-0.773290729118558,2,-0.583247165180663,2,-0.487981583712745,1,-0.583247165180663
-0.534741218431642,1,-0.549131502279395,1,-0.549131502279395,1,-0.534741218431642,2,-0.344697654493748,2,-0.726531094399661,1,-0.344697654493748
-0.441287400314411,1,-0.416967845242458,1,-0.416967845242458,1,-0.441287400314411,2,-0.251243836376516,2,-0.819984912516892,1,-0.251243836376516
-0.476879075244496,1,-0.467302074636158,1,-0.467302074636158,1,-0.476879075244496,2,-0.286835511306601,2,-0.784393237586808,1,-0.286835511306601
-0.767908804085605,1,-0.87888026421702,1,-0.87888026421702,1,-0.767908804085605,2,-0.577865240147711,2,-0.493363508745698,1,-0.577865240147711
-0.556041615400852,1,-0.579254812557182,1,-0.579254812557182,1,-0.556041615400852,2,-0.365998051462957,2,-0.705230697430451,1,-0.365998051462957
-0.364717370333138,1,-0.308681470371627,1,-0.308681470371627,1,-0.364717370333138,2,-0.174673806395243,2,-0.896554942498166,1,-0.174673806395243
-0.515355301394084,1,-0.52171567548584,1,-0.52171567548584,1,-0.515355301394084,2,-0.325311737456189,2,-0.74591701143722,1,-0.325311737456189
-0.246228132042715,1,-0.141112382586053,1,-0.141112382586053,1,-0.246228132042715,2,-0.05618456810482,2,-1.01504418078859,1,-0.0561845681048201
-0.588475249179005,1,-0.625122897323288,1,-0.625122897323288,1,-0.588475249179005,2,-0.398431685241111,2,-0.672797063652298,1,-0.398431685241111
-0.384993266326217,1,-0.337355917474305,1,-0.337355917474305,1,-0.384993266326217,2,-0.194949702388322,2,-0.876279046505087,1,-0.194949702388322
-0.345918631181059,1,-0.282096038507243,1,-0.282096038507243,1,-0.345918631181059,2,-0.155875067243165,2,-0.915353681650244,1,-0.155875067243165
-0.798079863391846,1,-0.921548585479068,1,-0.921548585479068,1,-0.798079863391846,2,-0.608036299453952,2,-0.463192449439457,1,-0.608036299453952
-0.488881133163199,1,-0.484275547721175,1,-0.484275547721175,1,-0.488881133163199,2,-0.298837569225304,2,-0.772391179668104,1,-0.298837569225304
-0.677628452296675,1,-0.751204566301301,1,-0.751204566301301,1,-0.677628452296675,2,-0.487584888358781,2,-0.583643860534628,1,-0.487584888358781
-0.331755763007379,1,-0.262066718253923,1,-0.262066718253923,1,-0.331755763007379,2,-0.141712199069485,2,-0.929516549823924,1,-0.141712199069485
-0.429517236741714,1,-0.400322320286599,1,-0.400322320286599,1,-0.429517236741714,2,-0.239473672803819,2,-0.83175507608959,1,-0.239473672803819
-0.500101016269933,1,-0.500142858578959,1,-0.500142858578959,1,-0.500101016269933,2,-0.310057452332038,2,-0.76117129656137,1,-0.310057452332038
-0.324792291667083,1,-0.252218882643279,1,-0.252218882643279,1,-0.324792291667083,2,-0.134748727729189,2,-0.93648002116422,1,-0.134748727729189
-0.530032321831971,1,-0.542472116844327,1,-0.542472116844327,1,-0.530032321831971,2,-0.339988757894076,2,-0.731239990999332,1,-0.339988757894076
-0.186518968235961,1,-0.0566708733325847,1,-0.0566708733325847,1,-0.186518968235961,2,0.00352459570193375,2,-1.07475334459534,1,0.00352459570193364
-0.748109867670753,1,-0.850880339818573,1,-0.850880339818573,1,-0.748109867670753,2,-0.558066303732859,2,-0.51316244516055,1,-0.558066303732859
-0.539642752379085,1,-0.5560633180643,1,-0.5560633180643,1,-0.539642752379085,2,-0.34959918844119,2,-0.721629560452219,1,-0.34959918844119
-0.471750424267753,1,-0.46004906686817,1,-0.46004906686817,1,-0.471750424267752,2,-0.281706860329858,2,-0.789521888563551,1,-0.281706860329858
-0.303978663088602,1,-0.222783966825395,1,-0.222783966825395,1,-0.303978663088602,2,-0.113935099150708,2,-0.957293649742701,1,-0.113935099150708
-0.556368821686181,1,-0.579717552123587,1,-0.579717552123587,1,-0.556368821686181,2,-0.366325257748286,2,-0.704903491145123,1,-0.366325257748286
-0.623902690592335,1,-0.675224865450197,1,-0.675224865450197,1,-0.623902690592335,2,-0.43385912665444,2,-0.637369622238969,1,-0.43385912665444
-0.520231976368773,1,-0.52861233537433,1,-0.52861233537433,1,-0.520231976368773,2,-0.330188412430878,2,-0.74104033646253,1,-0.330188412430878
-0.390850276021461,1,-0.345638980020271,1,-0.345638980020271,1,-0.390850276021461,2,-0.200806712083567,2,-0.870422036809842,1,-0.200806712083567
-0.185223297313139,1,-0.0548385179411582,1,-0.0548385179411582,1,-0.185223297313139,2,0.00482026662475527,2,-1.07604901551816,1,0.00482026662475521
-0.335072000209533,1,-0.266756585881254,1,-0.266756585881254,1,-0.335072000209533,2,-0.145028436271638,2,-0.92620031262177,1,-0.145028436271638
-0.502672392428164,1,-0.503779333615893,1,-0.503779333615893,1,-0.502672392428164,2,-0.31262882849027,2,-0.758599920403139,1,-0.31262882849027
-0.743961516484303,1,-0.845013685309209,1,-0.845013685309209,1,-0.743961516484303,2,-0.553917952546408,2,-0.517310796347,1,-0.553917952546408
-0.595230695999064,1,-0.634676541836105,1,-0.634676541836105,1,-0.595230695999064,2,-0.405187132061169,2,-0.66604161683224,1,-0.405187132061169
-0.446272167473706,1,-0.424017370564405,1,-0.424017370564405,1,-0.446272167473706,2,-0.256228603535811,2,-0.815000145357597,1,-0.256228603535811
-0.318533314262951,1,-0.24336735191177,1,-0.24336735191177,1,-0.318533314262952,2,-0.128489750325057,2,-0.942738998568352,1,-0.128489750325057
-0.531710697897714,1,-0.544845699039263,1,-0.544845699039263,1,-0.531710697897714,2,-0.34166713395982,2,-0.729561614933589,1,-0.34166713395982
-0.484628119168445,1,-0.478260877648832,1,-0.478260877648832,1,-0.484628119168445,2,-0.29458455523055,2,-0.776644193662858,1,-0.29458455523055
-0.548981931103959,1,-0.569270911278443,1,-0.569270911278443,1,-0.548981931103959,2,-0.358938367166064,2,-0.712290381727344,1,-0.358938367166064
-0.715567694119491,1,-0.804858756633279,1,-0.804858756633279,1,-0.715567694119491,2,-0.525524130181596,2,-0.545704618711813,1,-0.525524130181596
-0.318336556172273,1,-0.243089093951426,1,-0.243089093951426,1,-0.318336556172273,2,-0.128292992234379,2,-0.94293575665903,1,-0.128292992234379
-0.610878774886433,1,-0.656806267223706,1,-0.656806267223706,1,-0.610878774886433,2,-0.420835210948538,2,-0.65039353794487,1,-0.420835210948538
-0.406477465339744,1,-0.367739163095958,1,-0.367739163095958,1,-0.406477465339744,2,-0.21643390140185,2,-0.854794847491559,1,-0.21643390140185
-0.677962978937253,1,-0.751677658413381,1,-0.751677658413381,1,-0.677962978937253,2,-0.487919414999359,2,-0.58330933389405,1,-0.487919414999359
-0.75898662013579,1,-0.866262390669203,1,-0.866262390669203,1,-0.75898662013579,2,-0.568943056197895,2,-0.502285692695513,1,-0.568943056197895
-0.70825817461034,1,-0.794521535009007,1,-0.794521535009007,1,-0.70825817461034,2,-0.518214610672446,2,-0.553014138220963,1,-0.518214610672446
-0.623100676343427,1,-0.674090646022175,1,-0.674090646022175,1,-0.623100676343427,2,-0.433057112405532,2,-0.638171636487876,1,-0.433057112405532
-0.362654127707407,1,-0.305763604667852,1,-0.305763604667852,1,-0.362654127707407,2,-0.172610563769513,2,-0.898618185123896,1,-0.172610563769513
-0.413689722467928,1,-0.377938834941958,1,-0.377938834941958,1,-0.413689722467928,2,-0.223646158530034,2,-0.847582590363375,1,-0.223646158530034
-0.564431506976929,1,-0.59111991101091,1,-0.59111991101091,1,-0.564431506976929,2,-0.374387943039035,2,-0.696840805854374,1,-0.374387943039035
-0.477031271387133,1,-0.467517312485216,1,-0.467517312485216,1,-0.477031271387133,2,-0.286987707449238,2,-0.784241041444171,1,-0.286987707449238
-0.578509093093245,1,-0.611028624222079,1,-0.611028624222079,1,-0.578509093093245,2,-0.38846552915535,2,-0.682763219738058,1,-0.38846552915535
-0.543411148246365,1,-0.561392634608199,1,-0.561392634608199,1,-0.543411148246366,2,-0.353367584308471,2,-0.717861164584938,1,-0.353367584308471
-0.413374342851767,1,-0.377492820811486,1,-0.377492820811486,1,-0.413374342851767,2,-0.223330778913872,2,-0.847897969979537,1,-0.223330778913872
-0.64420729776313,1,-0.703939916289794,1,-0.703939916289794,1,-0.64420729776313,2,-0.454163733825236,2,-0.617065015068173,1,-0.454163733825236
-0.552760748656065,1,-0.574614966310365,1,-0.574614966310365,1,-0.552760748656065,2,-0.362717184718171,2,-0.708511564175238,1,-0.362717184718171
-0.569943625325566,1,-0.598915223536957,1,-0.598915223536957,1,-0.569943625325566,2,-0.379900061387671,2,-0.691328687505738,1,-0.379900061387671
-0.587725560656943,1,-0.624062677647832,1,-0.624062677647832,1,-0.587725560656943,2,-0.397681996719048,2,-0.673546752174361,1,-0.397681996719048
-0.531553207326552,1,-0.54462297373758,1,-0.54462297373758,1,-0.531553207326552,2,-0.341509643388658,2,-0.729719105504751,1,-0.341509643388658
-0.86116115525204,1,-1.01075900395977,1,-1.01075900395977,1,-0.86116115525204,2,-0.671117591314145,2,-0.400111157579263,1,-0.671117591314145
-0.646642152332752,1,-0.707383320644559,1,-0.707383320644559,1,-0.646642152332752,2,-0.456598588394858,2,-0.614630160498551,1,-0.456598588394858
-0.636381075553922,1,-0.692871966699386,1,-0.692871966699386,1,-0.636381075553922,2,-0.446337511616027,2,-0.624891237277382,1,-0.446337511616027
-0.509389391733713,1,-0.513278605132251,1,-0.513278605132251,1,-0.509389391733714,2,-0.319345827795819,2,-0.75188292109759,1,-0.319345827795819
-0.52027273292724,1,-0.52866997385207,1,-0.52866997385207,1,-0.52027273292724,2,-0.330229168989346,2,-0.740999579904063,1,-0.330229168989346
-0.606280651648113,1,-0.650303538978612,1,-0.650303538978612,1,-0.606280651648113,2,-0.416237087710218,2,-0.654991661183191,1,-0.416237087710218
-0.284131714652537,1,-0.194716143175392,1,-0.194716143175392,1,-0.284131714652537,2,-0.0940881507146423,2,-0.977140598178766,1,-0.0940881507146423
-0.340925062583761,1,-0.275034066072303,1,-0.275034066072303,1,-0.340925062583761,2,-0.150881498645866,2,-0.920347250247542,1,-0.150881498645866
-0.548458691892789,1,-0.568530939289641,1,-0.568530939289641,1,-0.548458691892789,2,-0.358415127954894,2,-0.712813620938514,1,-0.358415127954894
-0.39174926413786,1,-0.346910341206894,1,-0.346910341206894,1,-0.39174926413786,2,-0.201705700199966,2,-0.869523048693443,1,-0.201705700199966
-0.735020582271955,1,-0.83236929488582,1,-0.83236929488582,1,-0.735020582271955,2,-0.54497701833406,2,-0.526251730559349,1,-0.54497701833406
-0.638504830653755,1,-0.695875409964729,1,-0.695875409964729,1,-0.638504830653755,2,-0.44846126671586,2,-0.622767482177548,1,-0.44846126671586
-0.482025894902072,1,-0.47458077679899,1,-0.47458077679899,1,-0.482025894902072,2,-0.291982330964177,2,-0.779246417929232,1,-0.291982330964177
-0.442841388079405,1,-0.419165515815474,1,-0.419165515815474,1,-0.442841388079405,2,-0.25279782414151,2,-0.818430924751898,1,-0.25279782414151
-0.27692149283502,1,-0.184519349693342,1,-0.184519349693342,1,-0.27692149283502,2,-0.0868779288971258,2,-0.984350819996283,1,-0.0868779288971258
-0.601940265590523,1,-0.644165306150033,1,-0.644165306150033,1,-0.601940265590523,2,-0.411896701652628,2,-0.65933204724078,1,-0.411896701652628
-0.619649677510628,1,-0.669210196669098,1,-0.669210196669098,1,-0.619649677510628,2,-0.429606113572734,2,-0.641622635320675,1,-0.429606113572734
-0.348844853621574,1,-0.286234341969139,1,-0.286234341969139,1,-0.348844853621574,2,-0.158801289683679,2,-0.912427459209729,1,-0.158801289683679
-0.426302241795245,1,-0.395775630830343,1,-0.395775630830343,1,-0.426302241795245,2,-0.236258677857351,2,-0.834970071036058,1,-0.236258677857351
-0.507901079818826,1,-0.511173814237176,1,-0.511173814237176,1,-0.507901079818826,2,-0.317857515880931,2,-0.753371233012478,1,-0.317857515880931
-0.171557216366825,1,-0.0355117609223923,1,-0.0355117609223923,1,-0.171557216366825,2,0.0184863475710692,2,-1.08971509646448,1,0.0184863475710693
-0.544096658324332,1,-0.562362092257603,1,-0.562362092257603,1,-0.544096658324332,2,-0.354053094386438,2,-0.717175654506971,1,-0.354053094386438
-0.509519938667278,1,-0.513463226376224,1,-0.513463226376224,1,-0.509519938667278,2,-0.319476374729383,2,-0.751752374164026,1,-0.319476374729383
-0.463490385728811,1,-0.448367608340674,1,-0.448367608340674,1,-0.463490385728811,2,-0.273446821790917,2,-0.797781927102492,1,-0.273446821790917
-0.566538544897417,1,-0.594099712614498,1,-0.594099712614498,1,-0.566538544897417,2,-0.376494980959522,2,-0.694733767933887,1,-0.376494980959522
-0.690841282941659,1,-0.769890330596776,1,-0.769890330596776,1,-0.690841282941659,2,-0.500797719003765,2,-0.570431029889644,1,-0.500797719003765
-0.517878768422558,1,-0.525284396781709,1,-0.525284396781709,1,-0.517878768422558,2,-0.327835204484663,2,-0.743393544408745,1,-0.327835204484663
-0.601456920704198,1,-0.643481753256488,1,-0.643481753256488,1,-0.601456920704198,2,-0.411413356766303,2,-0.659815392127105,1,-0.411413356766303
-0.438589178569039,1,-0.413151983455862,1,-0.413151983455862,1,-0.438589178569039,2,-0.248545614631144,2,-0.822683134262265,1,-0.248545614631144
-0.515264005253288,1,-0.521586563245333,1,-0.521586563245333,1,-0.515264005253288,2,-0.325220441315393,2,-0.746008307578016,1,-0.325220441315393
-0.483367995124455,1,-0.476478793135549,1,-0.476478793135549,1,-0.483367995124455,2,-0.293324431186561,2,-0.777904317706848,1,-0.293324431186561
-0.150138289591258,1,-0.00522082418490843,1,-0.00522082418490843,1,-0.150138289591258,2,0.0399052743466368,2,-1.11113402324005,1,0.0399052743466368
-0.499711754666101,1,-0.499592359539509,1,-0.499592359539509,1,-0.499711754666101,2,-0.309668190728207,2,-0.761560558165202,1,-0.309668190728207
-0.665907683883741,1,-0.734628896650295,1,-0.734628896650295,1,-0.665907683883741,2,-0.475864119945846,2,-0.595364628947562,1,-0.475864119945846
-0.604776260557313,1,-0.648176008694889,1,-0.648176008694889,1,-0.604776260557313,2,-0.414732696619418,2,-0.656496052273991,1,-0.414732696619418
-0.206667546435571,1,-0.0851652658850088,1,-0.0851652658850088,1,-0.206667546435571,2,-0.0166239824976767,2,-1.05460476639573,1,-0.0166239824976766
-0.254807228562634,1,-0.15324505723743,1,-0.15324505723743,1,-0.254807228562634,2,-0.0647636646247391,2,-1.00646508426867,1,-0.0647636646247391
-0.608272458725449,1,-0.653120379561011,1,-0.653120379561011,1,-0.608272458725449,2,-0.418228894787555,2,-0.652999854105854,1,-0.418228894787555
-0.687321794000308,1,-0.764913021603295,1,-0.764913021603295,1,-0.687321794000308,2,-0.497278230062413,2,-0.573950518830995,1,-0.497278230062413
-0.774188669067474,1,-0.88776133444425,1,-0.88776133444425,1,-0.774188669067474,2,-0.584145105129579,2,-0.487083643763829,1,-0.584145105129579
-0.726542803591211,1,-0.820379905296714,1,-0.820379905296714,1,-0.72654280359121,2,-0.536499239653316,2,-0.534729509240093,1,-0.536499239653316
-0.879083360175959,1,-1.03610482923081,1,-1.03610482923081,1,-0.879083360175958,2,-0.689039796238064,2,-0.382188952655345,1,-0.689039796238064
-0.647389888653455,1,-0.708440779490376,1,-0.708440779490376,1,-0.647389888653455,2,-0.45734632471556,2,-0.613882424177849,1,-0.45734632471556
-0.714805694456325,1,-0.803781126375106,1,-0.803781126375106,1,-0.714805694456325,2,-0.52476213051843,2,-0.546466618374978,1,-0.52476213051843
-0.403626637642946,1,-0.363707483903157,1,-0.363707483903157,1,-0.403626637642946,2,-0.213583073705051,2,-0.857645675188357,1,-0.213583073705051
-0.736734648680967,1,-0.834793350848254,1,-0.834793350848254,1,-0.736734648680967,2,-0.546691084743072,2,-0.524537664150336,1,-0.546691084743072
-0.570915477879789,1,-0.600289630599767,1,-0.600289630599767,1,-0.570915477879789,2,-0.380871913941895,2,-0.690356834951514,1,-0.380871913941895
-0.506517915720113,1,-0.509217724809788,1,-0.509217724809788,1,-0.506517915720113,2,-0.316474351782218,2,-0.754754397111191,1,-0.316474351782218
-0.653657312266025,1,-0.717304254964411,1,-0.717304254964411,1,-0.653657312266025,2,-0.463613748328131,2,-0.607615000565278,1,-0.463613748328131
-0.531660560022938,1,-0.544774793376766,1,-0.544774793376766,1,-0.531660560022938,2,-0.341616996085043,2,-0.729611752808365,1,-0.341616996085043
-0.556943890278528,1,-0.580530821926179,1,-0.580530821926179,1,-0.556943890278528,2,-0.366900326340633,2,-0.704328422552776,1,-0.366900326340633
-0.552306260914975,1,-0.573972223582983,1,-0.573972223582983,1,-0.552306260914975,2,-0.36226269697708,2,-0.708966051916328,1,-0.36226269697708
-0.77419368947071,1,-0.887768434366595,1,-0.887768434366595,1,-0.77419368947071,2,-0.584150125532816,2,-0.487078623360593,1,-0.584150125532816
-0.591053414236279,1,-0.628768973313322,1,-0.628768973313322,1,-0.591053414236279,2,-0.401009850298385,2,-0.670218898595024,1,-0.401009850298385
-0.549651166452065,1,-0.570217352984154,1,-0.570217352984154,1,-0.549651166452065,2,-0.35960760251417,2,-0.711621146379238,1,-0.35960760251417
-0.59762266192789,1,-0.638059292493386,1,-0.638059292493386,1,-0.59762266192789,2,-0.407579097989996,2,-0.663649650903413,1,-0.407579097989996
-0.722515943061006,1,-0.814685064521114,1,-0.814685064521114,1,-0.722515943061006,2,-0.532472379123111,2,-0.538756369770298,1,-0.532472379123111
-0.688113199999289,1,-0.766032238700397,1,-0.766032238700397,1,-0.688113199999289,2,-0.498069636061395,2,-0.573159112832014,1,-0.498069636061395
-0.638994357290138,1,-0.696567705173045,1,-0.696567705173045,1,-0.638994357290138,2,-0.448950793352243,2,-0.622277955541165,1,-0.448950793352243
-0.601983442248438,1,-0.644226367165234,1,-0.644226367165234,1,-0.601983442248438,2,-0.411939878310543,2,-0.659288870582865,1,-0.411939878310543
-0.614377145008085,1,-0.661753709695948,1,-0.661753709695948,1,-0.614377145008085,2,-0.424333581070191,2,-0.646895167823218,1,-0.424333581070191
-0.639119547498273,1,-0.696744750863266,1,-0.696744750863266,1,-0.639119547498273,2,-0.449075983560378,2,-0.62215276533303,1,-0.449075983560378
-0.738902339137273,1,-0.837858928090588,1,-0.837858928090588,1,-0.738902339137273,2,-0.548858775199379,2,-0.52236997369403,1,-0.548858775199379
-0.509174664542844,1,-0.512974935026714,1,-0.512974935026714,1,-0.509174664542844,2,-0.31913110060495,2,-0.752097648288459,1,-0.31913110060495
-0.579721110902513,1,-0.612742676245783,1,-0.612742676245783,1,-0.579721110902513,2,-0.389677546964618,2,-0.681551201928791,1,-0.389677546964618
-0.527055875291112,1,-0.538262785778566,1,-0.538262785778566,1,-0.527055875291112,2,-0.337012311353218,2,-0.734216437540191,1,-0.337012311353218
-0.413820766498576,1,-0.378124159187368,1,-0.378124159187368,1,-0.413820766498576,2,-0.223777202560681,2,-0.847451546332728,1,-0.223777202560681
-0.37992772862163,1,-0.330192165351766,1,-0.330192165351766,1,-0.37992772862163,2,-0.189884164683735,2,-0.881344584209674,1,-0.189884164683735
-0.502657427538504,1,-0.503758170065976,1,-0.503758170065976,1,-0.502657427538504,2,-0.312613863600609,2,-0.758614885292799,1,-0.312613863600609
-0.439663657101935,1,-0.414671525569562,1,-0.414671525569562,1,-0.439663657101935,2,-0.24962009316404,2,-0.821608655729369,1,-0.24962009316404
-0.714439820033578,1,-0.803263701804331,1,-0.803263701804331,1,-0.714439820033578,2,-0.524396256095683,2,-0.546832492797726,1,-0.524396256095683
-0.353548464763151,1,-0.292886252637687,1,-0.292886252637687,1,-0.353548464763151,2,-0.163504900825256,2,-0.907723848068152,1,-0.163504900825256
-0.460135419598907,1,-0.443622969738461,1,-0.443622969738461,1,-0.460135419598906,2,-0.270091855661012,2,-0.801136893232397,1,-0.270091855661012
-0.475310644201484,1,-0.465083978183483,1,-0.465083978183483,1,-0.475310644201484,2,-0.285267080263589,2,-0.78596166862982,1,-0.285267080263589
-0.624519714814331,1,-0.676097469473257,1,-0.676097469473257,1,-0.624519714814331,2,-0.434476150876436,2,-0.636752598016972,1,-0.434476150876436
-0.545556460850941,1,-0.56442656478912,1,-0.56442656478912,1,-0.545556460850941,2,-0.355512896913047,2,-0.715715851980362,1,-0.355512896913047
-0.358399584974956,1,-0.299746772633923,1,-0.299746772633923,1,-0.358399584974956,2,-0.168356021037061,2,-0.902872727856348,1,-0.168356021037061
-0.572247509079719,1,-0.602173407188212,1,-0.602173407188212,1,-0.572247509079719,2,-0.382203945141824,2,-0.689024803751584,1,-0.382203945141824
-0.406046220318628,1,-0.36712929053839,1,-0.36712929053839,1,-0.406046220318628,2,-0.216002656380734,2,-0.855226092512675,1,-0.216002656380734
-0.646651645565697,1,-0.707396746103341,1,-0.707396746103341,1,-0.646651645565697,2,-0.456608081627802,2,-0.614620667265606,1,-0.456608081627802
-0.577264954770238,1,-0.609269146932214,1,-0.609269146932214,1,-0.577264954770238,2,-0.387221390832343,2,-0.684007358061065,1,-0.387221390832343
-0.509131432794489,1,-0.512913796101865,1,-0.512913796101865,1,-0.509131432794489,2,-0.319087868856594,2,-0.752140880036814,1,-0.319087868856594
-0.393758201216858,1,-0.349751407269967,1,-0.349751407269967,1,-0.393758201216858,2,-0.203714637278963,2,-0.867514111614445,1,-0.203714637278963
